Trajectory,RMSE JAX [m],RMSE JAX [cm],RMSE C++ [m],RMSE C++ [cm],Δ RMSE (JAX−C++) [cm]
Circle Horz 2x,0.9121805659816378,91.21805659816377,0.8868995138534417,88.68995138534417,2.5281052128195967
