time,x,y,z,yaw,platform,trajectory,traj_double,traj_short,traj_spin,lookahead_time,controller,traj_time,ref_time,comp_time,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input,cbf_v_p,cbf_v_q,cbf_v_r,cbf_v_throttle
10.002997398376465,0.07506655,0.017547574,-2.8788888,0.010168239183700887,SIM,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,nr,1.1920928955078125e-06,1.2000011920928955,0.00699925422668457,-0.030367509,0.0409662,-0.058108766,0.23961811627134333,0.5500755933092951,-3.0,0.0,-0.5317272131875471,0.23162538884463907,0.0,-0.0074718804,-0.0022882351,0.0043855053,0.7424220865776779,0.0642660653779849,-0.03084454755885358,-0.002884362929975464,0.0,0.0,0.0,0.0
10.112979173660278,0.07692526,0.025050402,-2.8858867,0.010667036306942625,nan,nan,nan,nan,nan,nan,nan,0.10998392105102539,1.3099839210510253,0.0002346038818359375,-0.034717187,0.03170704,-0.065341346,0.17989451894829608,0.5723966824260612,-3.0,0.0,-0.5533037576765796,0.17389393819970364,0.0,0.053867433,-0.0317752,0.005634182,0.7457631226486602,0.2084477632067613,-0.0777012802556811,-8.152748523875037e-05,0.0,0.0,0.0,0.0
10.213282108306885,0.077981606,0.029442484,-2.8927753,0.01162687555610907,nan,nan,nan,nan,nan,nan,nan,0.21044683456420898,1.410446834564209,0.00028824806213378906,-0.036144447,0.02817921,-0.079938166,0.1235477398624482,0.5871421939997847,-3.0,0.0,-0.5675574163945589,0.11942666828292002,0.0,0.10103145,-0.03295129,0.0068430863,0.7455758425373753,0.2122240771027254,-0.053949253969044354,-0.003386869427426488,0.0,0.0,0.0,0.0
10.313564777374268,0.07903444,0.034162052,-2.901951,0.012917059492500686,nan,nan,nan,nan,nan,nan,nan,0.3105635643005371,1.510563564300537,0.00047135353088378906,-0.035149354,0.03263145,-0.08293674,0.06623629117307847,0.5963327541998973,-3.0,0.0,-0.5764414152890355,0.06402690638473163,0.0,0.019853115,0.012481427,0.008063916,0.7446039631610227,0.19358967699219726,-0.025584922099273755,-0.008026883784541642,0.0,0.0,0.0,0.0
10.413524389266968,0.079910666,0.04073181,-2.9120362,0.013846548020549857,nan,nan,nan,nan,nan,nan,nan,0.41064453125,1.61064453125,0.00031185150146484375,-0.03530218,0.04076899,-0.07810699,0.008325708515765914,0.5999422327005413,-3.0,0.0,-0.5799304956400857,0.008047995295095438,0.0,-0.031131582,0.023012092,0.0074655064,0.744247133200074,0.18786229264948306,-0.005081566359306313,-0.01135659068876402,0.0,0.0,0.0,0.0
10.513269186019897,0.08049782,0.048564,-2.9207253,0.01371458687602086,nan,nan,nan,nan,nan,nan,nan,0.510272741317749,1.710272741317749,0.00023555755615234375,-0.037063546,0.04716388,-0.07196196,-0.04940103838532474,0.5979628227627966,-3.0,0.0,-0.5780171111112052,-0.047753212083398014,0.0,-0.046857998,0.020734586,0.0028188347,0.7441771136996399,0.18844910450652655,0.0129624088945885,-0.013590042452523739,0.0,0.0,0.0,0.0
10.61309552192688,0.08044179,0.058304474,-2.9296746,0.012617450953561076,nan,nan,nan,nan,nan,nan,nan,0.6101069450378418,1.8101069450378418,0.00023937225341796875,-0.041443348,0.051386476,-0.08502428,-0.10678752993377547,0.5904205479576765,-3.0,0.0,-0.5707264172283989,-0.10322551370306128,0.0,0.10364868,0.024625322,0.0013447378,0.7438275548808284,0.18659215534127438,0.029912190807080106,-0.014708430625805034,0.0,0.0,0.0,0.0
10.71319055557251,0.07915178,0.06840862,-2.9410555,0.011338351454673571,nan,nan,nan,nan,nan,nan,nan,0.710193395614624,1.910193395614624,0.0002315044403076172,-0.048291095,0.06390821,-0.11796074,-0.16332105624964574,0.5773441197288667,-3.0,0.0,-0.5580861677333765,-0.15787330168935768,0.0,0.16285396,0.040645823,0.0025051967,0.7413442105219232,0.14600690302651814,0.04311211179356163,-0.014511752067165451,0.0,0.0,0.0,0.0
10.8131263256073,0.07622409,0.08212457,-2.9571645,0.009973715902769945,nan,nan,nan,nan,nan,nan,nan,0.810128927230835,2.010128927230835,0.00024080276489257812,-0.06014649,0.0939151,-0.14731525,-0.21824552954129636,0.5588997126812995,-3.0,0.0,-0.5402569942932358,-0.2109657083956156,0.0,0.12548871,0.050613765,0.00268369,0.7383463717289785,0.08377832023320841,0.050006546519280236,-0.012962293042552937,0.0,0.0,0.0,0.0
10.913405418395996,0.071911536,0.09833294,-2.9742765,0.009020429420805692,nan,nan,nan,nan,nan,nan,nan,0.9105343818664551,2.1105343818664553,0.00043082237243652344,-0.075577505,0.13349956,-0.16810405,-0.2713780331097919,0.5351205127309742,-3.0,0.0,-0.5172709758710251,-0.26232591851180614,0.0,0.06305179,0.054353632,0.005631457,0.7355913430475478,0.021891625572703372,0.0512861203133884,-0.010829642804590955,0.0,0.0,0.0,0.0
