platform,controller,trajectory,traj_double,traj_short,traj_spin,time,traj_time,ref_time,comptime,x,y,z,yaw,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,throttle_input,p_input,q_input,r_input,mpc_status,buffer_idx
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.4903,10.4902,10.4902,0.00583875,-0.029492,0.615841,-2.53684,1.86647,-0.460881,-0.0259526,-0.0436692,-0.0332412,0.599078,-2.41961,1.88319,-0.451695,-0.0250633,-0.04,0.727797,-0.0373982,0.0210715,0.191005,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.5903,10.5902,10.5902,0.00803665,-0.0736836,0.61461,-2.54114,1.88167,-0.458347,-0.0579314,-0.0426584,-0.07828,0.594872,-2.42361,1.90115,-0.448523,-0.0590217,-0.04,0.728082,-0.0346437,0.020008,0.194303,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.6903,10.6902,10.6902,0.00560337,-0.125418,0.609009,-2.54569,1.89983,-0.451636,-0.0963643,-0.0411365,-0.122871,0.587284,-2.42761,1.9191,-0.442802,-0.0926427,-0.04,0.728422,-0.0361027,0.0161838,0.195969,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.7903,10.7902,10.7902,0.00758662,-0.171341,0.60045,-2.5495,1.91705,-0.440931,-0.131349,-0.0405388,-0.166752,0.576363,-2.43161,1.93705,-0.434567,-0.125728,-0.04,0.728683,-0.0370623,0.00921189,0.195187,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.8928,10.8927,10.8927,0.00800358,-0.21825,0.587115,-2.55349,1.93625,-0.424282,-0.168552,-0.0405122,-0.210754,0.561768,-2.43571,1.95545,-0.423563,-0.158905,-0.04,0.728995,-0.0273097,0.00592313,0.196722,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,20.9834,10.9833,10.9833,0.0167807,-0.259486,0.571025,-2.55695,1.95434,-0.405797,-0.201909,-0.0409747,-0.248593,0.546078,-2.43933,1.97171,-0.411733,-0.187435,-0.04,0.729027,-0.0262214,-0.00373403,0.193187,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.0956,11.0955,11.0955,0.00710987,-0.302052,0.550123,-2.56093,1.9739,-0.383989,-0.236276,-0.0418916,-0.293858,0.523113,-2.44382,1.99186,-0.394418,-0.221564,-0.04,0.729344,-0.0174091,-0.00351546,0.195213,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.1903,11.1902,11.1902,0.00595351,-0.335711,0.529591,-2.56481,1.99032,-0.36405,-0.263806,-0.0431778,-0.330447,0.500804,-2.44761,2.00887,-0.377598,-0.249151,-0.04,0.729118,-0.018548,-0.00849018,0.193257,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.2904,11.2903,11.2903,0.00720448,-0.372848,0.501789,-2.56927,2.00979,-0.339603,-0.294899,-0.0438721,-0.367239,0.474484,-2.45161,2.02682,-0.357753,-0.276892,-0.04,0.729079,-0.0182708,-0.0100181,0.193127,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.3903,11.3902,11.3902,0.00610334,-0.404745,0.472846,-2.57323,2.02775,-0.316241,-0.321654,-0.044578,-0.401911,0.445497,-2.45561,2.04476,-0.335897,-0.303033,-0.04,0.729015,-0.0209561,-0.0147477,0.191075,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.4903,11.4902,11.4902,0.00774856,-0.434673,0.441041,-2.57765,2.04568,-0.292596,-0.346567,-0.0454504,-0.434346,0.413937,-2.45961,2.06272,-0.312101,-0.327489,-0.04,0.728927,-0.0214341,-0.0142595,0.191217,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.5906,11.5905,11.5905,0.00748136,-0.464782,0.404073,-2.58284,2.06513,-0.266253,-0.37026,-0.0465471,-0.46437,0.379947,-2.46362,2.08072,-0.286474,-0.350127,-0.04,0.728529,-0.0256578,-0.0167178,0.189056,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.6938,11.6937,11.6937,0.012489,-0.492827,0.365347,-2.58847,2.08454,-0.239822,-0.390183,-0.0465195,-0.492486,0.342721,-2.46775,2.09924,-0.258406,-0.371326,-0.04,0.728327,-0.0271485,-0.0122415,0.188957,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.7903,11.7902,11.7902,0.00890528,-0.514833,0.331433,-2.59339,2.10096,-0.217066,-0.404309,-0.0463248,-0.516105,0.306,-2.47161,2.11657,-0.230719,-0.389134,-0.04,0.728334,-0.026343,-0.0023011,0.190999,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.8908,11.8907,11.8907,0.0135022,-0.534887,0.296383,-2.59836,2.11741,-0.193335,-0.416343,-0.0458196,-0.537796,0.266036,-2.47563,2.13462,-0.200586,-0.405489,-0.04,0.728149,-0.0281048,-2.02479e-05,0.189946,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,21.9859,11.9858,11.9858,0.0141468,-0.556461,0.250309,-2.60441,2.13861,-0.160532,-0.429049,-0.0446728,-0.555471,0.226831,-2.47943,2.15169,-0.171026,-0.418815,-0.04,0.728035,-0.0271728,-0.00066413,0.188993,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.0977,12.0976,12.0976,0.012244,-0.573548,0.202346,-2.6098,2.15993,-0.125306,-0.44012,-0.0433883,-0.572589,0.17928,-2.4839,2.17175,-0.135174,-0.431722,-0.04,0.728149,-0.0242752,-0.00517864,0.18799,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.1979,12.1978,12.1978,0.0126384,-0.583854,0.163031,-2.61385,2.17661,-0.0960615,-0.448284,-0.042816,-0.584489,0.135545,-2.48791,2.18974,-0.102199,-0.440694,-0.04,0.728283,-0.022837,-0.0116631,0.18723,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.2942,12.2941,12.2941,0.0199706,-0.591924,0.118515,-2.61819,2.19461,-0.0634941,-0.456085,-0.0420593,-0.592784,0.0927768,-2.49176,2.20703,-0.069952,-0.446948,-0.04,0.728277,-0.0240929,-0.0232659,0.184758,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.3985,12.3984,12.3984,0.0209084,-0.596438,0.0806952,-2.62167,2.20943,-0.036435,-0.461367,-0.042204,-0.598239,0.0459384,-2.49593,2.22575,-0.0346368,-0.451061,-0.04,0.728883,-0.0232169,-0.00727811,0.19227,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.4826,12.4825,12.4825,0.0197889,-0.598793,0.0346961,-2.62547,2.22717,-0.00363264,-0.465888,-0.0425717,-0.599948,0.00789733,-2.4993,2.24086,-0.00595444,-0.45235,-0.04,0.728738,-0.026575,-0.0203565,0.188972,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.5919,12.5918,12.5918,0.0203393,-0.597493,-0.023846,-2.62992,2.24922,0.0369619,-0.46845,-0.043025,-0.598562,-0.0415164,-2.50367,2.26048,0.0313026,-0.451305,-0.04,0.728898,-0.0298771,-0.0298793,0.188268,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.6964,12.6963,12.6963,0.0200409,-0.594202,-0.0631557,-2.63304,2.26382,0.0637276,-0.467646,-0.0439388,-0.593442,-0.0884678,-2.50785,2.27923,0.0667032,-0.447445,-0.04,0.729194,-0.0327122,-0.0234125,0.190891,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.7997,12.7996,12.7996,0.0205475,-0.585307,-0.12111,-2.63802,2.28592,0.1034,-0.460955,-0.0449971,-0.584759,-0.134378,-2.51198,2.29778,0.101318,-0.440898,-0.04,0.728955,-0.0312273,-0.0352075,0.187195,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.8819,12.8818,12.8818,0.0193387,-0.576644,-0.158709,-2.64152,2.30077,0.129754,-0.453097,-0.0459421,-0.575307,-0.17036,-2.51527,2.31254,0.128448,-0.433771,-0.04,0.728919,-0.0286055,-0.0320796,0.187686,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,22.9818,12.9817,12.9817,0.0193105,-0.567978,-0.188126,-2.64422,2.31276,0.150884,-0.444784,-0.046549,-0.560867,-0.21314,-2.51927,2.33046,0.160703,-0.422884,-0.04,0.729273,-0.0283429,-0.0163844,0.192552,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.0829,13.0828,13.0828,0.0212112,-0.547324,-0.24164,-2.6491,2.33533,0.190316,-0.425482,-0.0477862,-0.543002,-0.255242,-2.52331,2.34862,0.192448,-0.409414,-0.04,0.72911,-0.0191163,-0.0238407,0.189622,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.1895,13.1894,13.1894,0.0214417,-0.530703,-0.276102,-2.65259,2.35046,0.216687,-0.410575,-0.0484833,-0.520756,-0.298015,-2.52758,2.36775,0.224698,-0.392641,-0.04,0.729453,-0.0185702,-0.0133191,0.194063,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.2904,13.2903,13.2903,0.0190056,-0.501806,-0.326237,-2.65848,2.37302,0.255207,-0.386593,-0.0500525,-0.496607,-0.336722,-2.53161,2.38586,0.253883,-0.374433,-0.04,0.728928,-0.00876922,-0.030948,0.189164,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.3924,13.3923,13.3923,0.0201169,-0.480366,-0.357882,-2.66264,2.38808,0.279768,-0.368769,-0.0505455,-0.469261,-0.37389,-2.53569,2.40418,0.281906,-0.353815,-0.04,0.728931,-0.0114152,-0.0261238,0.192235,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.4989,13.4988,13.4988,0.0203567,-0.444938,-0.402718,-2.66868,2.41068,0.313564,-0.340079,-0.0503117,-0.437752,-0.410333,-2.53995,2.4233,0.309384,-0.330057,-0.04,0.728541,-0.00604706,-0.0366427,0.188474,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.5797,13.5796,13.5796,0.0204023,-0.419244,-0.430946,-2.67276,2.42577,0.333774,-0.319633,-0.050149,-0.411971,-0.436211,-2.54318,2.4378,0.328895,-0.310619,-0.04,0.728632,-0.0090411,-0.0326688,0.189742,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.6861,13.686,13.686,0.0201639,-0.392087,-0.457602,-2.67693,2.44078,0.352736,-0.298189,-0.0503311,-0.375685,-0.467826,-2.54744,2.4569,0.352732,-0.28326,-0.04,0.728776,-0.0152455,-0.0258486,0.192394,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.7899,13.7898,13.7898,0.0218873,-0.348645,-0.493899,-2.68346,2.46344,0.378355,-0.262911,-0.0504083,-0.337936,-0.495782,-2.55159,2.47555,0.373811,-0.254798,-0.04,0.7283,-0.00748907,-0.0341682,0.188358,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.8935,13.8934,13.8934,0.0217792,-0.318138,-0.515267,-2.68809,2.47863,0.393648,-0.237581,-0.0503718,-0.298224,-0.520637,-2.55574,2.49414,0.392551,-0.224856,-0.04,0.728371,-0.0130977,-0.0254382,0.191798,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,23.9971,13.997,13.997,0.0200254,-0.273803,-0.541259,-2.69484,2.50004,0.412342,-0.199656,-0.0495494,-0.256712,-0.542309,-2.55988,2.51273,0.408891,-0.193556,-0.04,0.727882,-0.00369527,-0.0279822,0.188872,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.1005,14.1004,14.1004,0.0202031,-0.240865,-0.556925,-2.69942,2.51543,0.424075,-0.171605,-0.0487375,-0.213661,-0.560668,-2.56402,2.53131,0.422734,-0.161096,-0.04,0.728042,-0.00889547,-0.0193104,0.192207,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.1835,14.1834,14.1834,0.020609,-0.206671,-0.570098,-2.70347,2.53081,0.434456,-0.142797,-0.0476279,-0.178208,-0.572924,-2.56733,2.54619,0.431974,-0.134366,-0.04,0.728061,-0.00552839,-0.0188888,0.192026,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.284,14.2839,14.2839,0.0211499,-0.15314,-0.585023,-2.70923,2.55391,0.448255,-0.0982583,-0.0459951,-0.134316,-0.584773,-2.57136,2.56424,0.440908,-0.101272,-0.04,0.727921,0.0126173,-0.02792,0.186262,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.3847,14.3846,14.3846,0.0195728,-0.119735,-0.591224,-2.71234,2.56773,0.455159,-0.071345,-0.0450391,-0.0895691,-0.593277,-2.57538,2.58232,0.44732,-0.0675335,-0.04,0.728276,0.00853172,-0.0251394,0.189026,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.4876,14.4875,14.4875,0.0201201,-0.0624587,-0.597153,-2.71677,2.59061,0.464094,-0.0268072,-0.0436764,-0.043311,-0.598435,-2.5795,2.60079,0.451209,-0.0326557,-0.04,0.728571,0.0202661,-0.0312665,0.185947,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.5927,14.5926,14.5926,0.0196754,-0.0235927,-0.59854,-2.71957,2.6057,0.467447,0.00235681,-0.0434138,0.00419763,-0.599985,-2.5837,2.61966,0.452378,0.00316493,-0.04,0.729154,0.0126253,-0.0298904,0.189545,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.6962,14.6961,14.6961,0.0195449,0.0274767,-0.597351,-2.72306,2.62523,0.468842,0.0390865,-0.0441656,0.0509531,-0.597833,-2.58784,2.63824,0.450755,0.0384177,-0.04,0.729316,0.0194186,-0.0362117,0.187164,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.7831,14.783,14.783,0.020844,0.070968,-0.593615,-2.72592,2.64167,0.466925,0.0694182,-0.0455123,0.0899677,-0.593217,-2.59132,2.65383,0.447275,0.067834,-0.04,0.729426,0.0212573,-0.0391794,0.186587,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.8867,14.8866,14.8866,0.0221175,0.11026,-0.587946,-2.72837,2.65662,0.462986,0.0964895,-0.0469426,0.135994,-0.584385,-2.59546,2.67243,0.440616,0.102537,-0.04,0.72999,0.00446372,-0.0364829,0.192503,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,24.995,14.9949,14.9949,0.0200151,0.167836,-0.575453,-2.73185,2.67925,0.451643,0.136655,-0.0497308,0.1832,-0.571347,-2.59979,2.69187,0.430786,0.13813,-0.04,0.729995,0.0149199,-0.0372596,0.189032,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.0976,15.0975,15.0975,0.0186787,0.204494,-0.564125,-2.73449,2.69454,0.440332,0.163639,-0.0519133,0.226819,-0.555476,-2.6039,2.7103,0.418819,0.171017,-0.04,0.73035,0.00490081,-0.0321483,0.19228,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.199,15.1989,15.1989,0.0190545,0.25645,-0.54298,-2.73893,2.7177,0.418637,0.203664,-0.0552589,0.268573,-0.536534,-2.60795,2.7285,0.404537,0.2025,-0.04,0.729971,0.0178432,-0.0231922,0.187578,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.2935,15.2934,15.2934,0.0186163,0.285526,-0.528074,-2.74192,2.73169,0.403055,0.227313,-0.05732,0.306115,-0.516037,-2.61174,2.74547,0.389082,0.230805,-0.04,0.730106,0.00706313,-0.0170331,0.191385,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.3943,15.3942,15.3942,0.0207481,0.329891,-0.499822,-2.74786,2.75515,0.373081,0.265047,-0.0601182,0.344414,-0.491304,-2.61577,2.76357,0.370434,0.259682,-0.04,0.729255,0.022726,-0.0063148,0.184023,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.4991,15.4991,15.4991,0.0204479,0.356705,-0.478705,-2.75231,2.77083,0.35168,0.288367,-0.061255,0.382124,-0.462581,-2.61996,2.78238,0.348778,0.288115,-0.04,0.729162,0.00947951,-0.00180309,0.187682,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.5832,15.5831,15.5831,0.0206472,0.381707,-0.456146,-2.75707,2.7864,0.330319,0.309961,-0.0618294,0.410655,-0.43745,-2.62332,2.79747,0.329829,0.309627,-0.04,0.728779,0.00725565,0.00157536,0.186876,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.6892,15.6891,15.6891,0.0203807,0.41631,-0.420331,-2.76492,2.80945,0.298318,0.338896,-0.0616368,0.444254,-0.403284,-2.62756,2.81649,0.304069,0.33496,-0.04,0.727941,0.0146378,0.00260164,0.181383,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.7918,15.7917,15.7917,0.0191418,0.438055,-0.395244,-2.77064,2.82456,0.278199,0.356249,-0.0614359,0.474106,-0.367728,-2.63167,2.83492,0.27726,0.357467,-0.04,0.727797,0.00237368,-0.00481806,0.185947,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.8954,15.8953,15.8953,0.0203855,0.467235,-0.357945,-2.77948,2.84528,0.251839,0.378786,-0.0598909,0.501343,-0.329628,-2.63581,2.85351,0.248534,0.378004,-0.04,0.726656,0.0161293,-0.011387,0.180716,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,25.9948,15.9947,15.9947,0.0191854,0.486618,-0.329404,-2.78548,2.85989,0.232851,0.394387,-0.0576226,0.524634,-0.291134,-2.63979,2.87137,0.21951,0.395565,-0.04,0.726763,0.00343942,-0.0234954,0.187705,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.0979,16.0978,16.0978,0.0207134,0.512953,-0.283003,-2.79347,2.88176,0.203434,0.417499,-0.053123,0.545658,-0.249515,-2.64391,2.88988,0.18813,0.411416,-0.04,0.726283,0.0257047,-0.0224744,0.183038,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.1817,16.1816,16.1816,0.0203682,0.528497,-0.249659,-2.7981,2.89634,0.182155,0.432591,-0.0496629,0.560312,-0.214594,-2.64726,2.90491,0.1618,0.422465,-0.04,0.726472,0.0329815,-0.0225508,0.183833,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.2871,16.287,16.287,0.0200914,0.542515,-0.214417,-2.80245,2.91092,0.15941,0.447312,-0.0464061,0.575579,-0.169438,-2.65148,2.92383,0.127753,0.433976,-0.04,0.727155,0.0300491,-0.0274032,0.188208,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.3869,16.3868,16.3868,0.0151795,0.559177,-0.162233,-2.80903,2.93137,0.124717,0.465213,-0.043413,0.586694,-0.125659,-2.65547,2.94176,0.0947449,0.442357,-0.04,0.726942,0.0536084,-0.0127753,0.183813,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.4964,16.4963,16.4963,0.0148574,0.571371,-0.115537,-2.81482,2.94888,0.0934159,0.477044,-0.0410804,0.595056,-0.0768664,-2.65985,2.96141,0.0579559,0.448662,-0.04,0.727211,0.0492498,-0.0166019,0.186841,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.5946,16.5945,16.5945,0.0195616,0.583312,-0.0592459,-2.8214,2.96913,0.0562519,0.4857,-0.0383135,0.599112,-0.0326283,-2.66378,2.97904,0.0246012,0.45172,-0.04,0.727061,0.0557998,-0.0124839,0.185496,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.697,16.6969,16.6969,0.0148131,0.589804,-0.0142059,-2.82599,2.98493,0.0255955,0.487948,-0.0362545,0.599844,0.0136728,-2.66788,2.99742,-0.010309,0.452272,-0.04,0.727414,0.0503647,-0.0166929,0.187737,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.7931,16.793,16.793,0.0153457,0.59346,0.0394459,-2.83126,3.00366,-0.0125466,0.485761,-0.0343958,0.59728,0.0570713,-2.67172,3.01467,-0.0430307,0.450338,-0.04,0.727483,0.0511236,-0.00831395,0.185891,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.8929,16.8928,16.8928,0.0157661,0.592701,0.0848613,-2.83527,3.01964,-0.0464975,0.480097,-0.0327866,0.591304,0.101784,-2.67571,3.03258,-0.0767437,0.445832,-0.04,0.72792,0.0439163,-0.00772232,0.188347,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,26.9883,16.9882,16.9882,0.0164715,0.588233,0.129816,-2.83875,3.03571,-0.0816036,0.470856,-0.0317396,0.58245,0.144054,-2.67953,3.04972,-0.108614,0.439157,-0.04,0.728415,0.0377014,-0.00395151,0.189891,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.0987,17.0986,17.0986,0.014906,0.579926,0.173731,-2.84182,3.05195,-0.117504,0.458499,-0.0314305,0.56846,0.191972,-2.68394,3.06954,-0.144743,0.428609,-0.04,0.728945,0.0308544,0.00139929,0.191659,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.1939,17.1938,17.1938,0.0157097,0.566675,0.219903,-2.84465,3.06992,-0.157643,0.441621,-0.0316252,0.553231,0.23224,-2.68775,3.08662,-0.175105,0.417126,-0.04,0.729418,0.0263186,0.00894761,0.192695,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.2883,17.2882,17.2882,0.0182765,0.551104,0.260177,-2.84717,3.08658,-0.193538,0.423339,-0.0325842,0.53531,0.271004,-2.69153,3.10357,-0.204332,0.403614,-0.04,0.729826,0.0217613,0.014806,0.193274,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.3851,17.385,17.385,0.0151858,0.5329,0.298544,-2.84982,3.10331,-0.227143,0.403285,-0.034381,0.514126,0.309313,-2.6954,3.12095,-0.233217,0.387642,-0.04,0.729781,0.0208569,0.0253285,0.189656,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.4856,17.4855,17.4855,0.0169071,0.508372,0.341299,-2.85339,3.12306,-0.263178,0.377837,-0.0369038,0.489239,0.347341,-2.69942,3.13899,-0.261889,0.368877,-0.04,0.729889,0.0180288,0.0206158,0.190695,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.5998,17.5997,17.5997,0.0144077,0.475332,0.386983,-2.85867,3.14573,-0.300569,0.346516,-0.040171,0.457544,0.388141,-2.70399,3.1595,-0.292651,0.34498,-0.04,0.729487,0.0181825,0.0208917,0.189358,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.6947,17.6946,17.6946,0.0168428,0.447666,0.417847,-2.86329,3.16235,-0.326021,0.32261,-0.0421908,0.42863,0.419853,-2.70778,3.17653,-0.316562,0.323179,-0.04,0.729086,0.0181879,0.0209685,0.189827,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.7896,17.7895,17.7895,0.014258,0.417612,0.446511,-2.86845,3.17898,-0.349937,0.297832,-0.0439636,0.397531,0.449409,-2.71158,3.19356,-0.338847,0.299732,-0.04,0.728603,0.0184555,0.0222846,0.190297,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.8904,17.8903,17.8903,0.0110521,0.385587,0.472757,-2.87401,3.1957,-0.371869,0.272094,-0.0442905,0.362262,0.478295,-2.71561,3.21165,-0.360626,0.273139,-0.04,0.727769,0.0191599,0.0326979,0.187012,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,27.9903,17.9902,17.9902,0.00813673,0.34218,0.501802,-2.88113,3.2171,-0.396442,0.237668,-0.0432718,0.325213,0.504219,-2.71961,3.2296,-0.380172,0.245205,-0.04,0.727213,0.0172693,0.0367372,0.184533,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.0903,18.0902,18.0902,0.00684107,0.30635,0.521503,-2.88599,3.23394,-0.412308,0.209741,-0.0411876,0.286312,0.527281,-2.72361,3.24755,-0.397561,0.215874,-0.04,0.727291,0.0145569,0.0320246,0.183991,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.1904,18.1903,18.1903,0.0098703,0.269799,0.538937,-2.89009,3.25068,-0.424335,0.181799,-0.0389614,0.245755,0.547361,-2.72761,3.26551,-0.412701,0.185295,-0.04,0.727776,0.0140413,0.0218334,0.185484,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.2915,18.2914,18.2914,0.00799608,0.222546,0.557726,-2.89436,3.27187,-0.435717,0.146203,-0.0370395,0.203369,0.564483,-2.73165,3.28366,-0.42561,0.153336,-0.04,0.728262,0.0143268,0.0161645,0.18532,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.3905,18.3904,18.3904,0.00745191,0.177381,0.572097,-2.89696,3.2913,-0.44396,0.113616,-0.0357131,0.160673,0.578087,-2.73562,3.30145,-0.435867,0.121145,-0.04,0.728946,0.0152806,0.0182681,0.183301,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.4902,18.4901,18.4901,0.00662589,0.134627,0.582698,-2.8986,3.30905,-0.449747,0.0834516,-0.0357115,0.116823,0.588517,-2.7396,3.31934,-0.443731,0.0880824,-0.04,0.729762,0.01652,0.0216314,0.181303,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.5903,18.5902,18.5902,0.00743532,0.0879517,0.591111,-2.90072,3.32819,-0.453477,0.0504234,-0.0378645,0.072131,0.595648,-2.74361,3.3373,-0.449108,0.0543855,-0.04,0.730274,0.0181754,0.0195027,0.181879,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.6912,18.6911,18.6911,0.0123204,0.051813,0.595154,-2.90271,3.34284,-0.454453,0.0248589,-0.0403577,0.0266301,0.599409,-2.74764,3.35542,-0.451944,0.0200786,-0.04,0.730627,0.0223781,0.0103906,0.185286,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.7958,18.7957,18.7957,0.011638,0.00479189,0.597445,-2.90517,3.3618,-0.453662,-0.008685,-0.0440766,-0.0206845,0.599643,-2.75183,3.3742,-0.45212,-0.0155958,-0.04,0.730806,0.0222546,0.012265,0.184881,0,0
sim,nmpc_acados_px4_cpp,helix,NormSpd,NotShort,Spin,28.8999,18.8998,18.8998,0.0100427,-0.0458838,0.596087,-2.90798,3.38213,-0.451124,-0.0454185,-0.0479863,-0.0676341,0.596176,-2.75599,3.39289,-0.449506,-0.0509949,-0.04,0.730616,0.0160431,0.023861,0.181896,0,0
