time,x,y,z,yaw,platform,trajectory,traj_double,traj_short,traj_spin,lookahead_time,controller,traj_time,ref_time,comp_time,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input,cbf_v_p,cbf_v_q,cbf_v_r,cbf_v_throttle
10.067440748214722,-0.003908606,0.024268594,-2.8694844,-3.690772783827346e-05,SIM,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,nr,0.06047821044921875,1.2604782104492187,0.0003445148468017578,-0.0055147526,-0.017980933,-0.06906458,0.20706981737659044,0.5631359433845663,-3.0,0.0,-0.5443519208336342,0.20016277447706973,0.0,0.01001452,-0.0054482864,0.00053808227,0.7451438082128222,0.18980513172391855,-0.07073235546913084,0.006918381910762943,0.0,0.0,0.0,0.0
10.16705060005188,-0.006370145,0.023496551,-2.8774107,-8.700071791853479e-05,nan,nan,nan,nan,nan,nan,nan,0.15999102592468262,1.3599910259246826,0.00022745132446289062,-0.0040648375,-0.016839307,-0.09633393,0.15202603854177008,0.5804206092182601,-3.0,0.0,-0.5610600375114455,0.1469550417960565,0.0,0.1759709,-0.067859076,0.0020641189,0.7460258386728092,0.2218420188948335,-0.05949897938164635,0.007778502951832107,0.0,0.0,0.0,0.0
10.266970872879028,-0.007812489,0.023966994,-2.8880174,-5.967723896065438e-05,nan,nan,nan,nan,nan,nan,nan,0.25989198684692383,1.4598919868469238,0.00021719932556152344,0.0028954295,-0.00018303194,-0.13311043,0.09535436840339126,0.5923744967724305,-3.0,0.0,-0.572615189918221,0.09217371792731958,0.0,0.22304274,-0.0488492,0.0038719,0.7433304998061279,0.1788407408244744,-0.02056625432207599,0.002507129301287492,0.0,0.0,0.0,0.0
10.366958379745483,-0.007894527,0.027601527,-2.9033663,0.00015280937772075773,nan,nan,nan,nan,nan,nan,nan,0.35987019538879395,1.559870195388794,0.00020813941955566406,0.015335631,0.040525544,-0.1661935,0.03774944776412078,0.5988113051650777,-3.0,0.0,-0.5788372914440382,0.03649027316087184,0.0,0.17271316,-0.003699438,0.0046563824,0.739975204898102,0.11180209604794532,0.01719769802884488,-0.001981392756703719,0.0,0.0,0.0,0.0
10.466979742050171,-0.0064451904,0.03603893,-2.9204369,0.0007955653339644722,nan,nan,nan,nan,nan,nan,nan,0.4598963260650635,1.6598963260650634,0.00021314620971679688,0.027181178,0.094684795,-0.18901196,-0.020235554216674976,0.599658671533685,-3.0,0.0,-0.5796563929697353,-0.01956057491336125,0.0,0.1037896,0.03192233,0.0028545535,0.7369284702638292,0.04577365606876848,0.046225888617221975,-0.004432663037690445,0.0,0.0,0.0,0.0
10.56696891784668,-0.0032872572,0.05235468,-2.9411137,0.0026108706480926502,nan,nan,nan,nan,nan,nan,nan,0.5598852634429932,1.7598852634429931,0.00021338462829589844,0.03688652,0.16345058,-0.20640017,-0.07801013515469107,0.5949070673753564,-3.0,0.0,-0.5750632838261747,-0.07540802077154594,0.0,0.027715076,0.059116285,0.0029439111,0.7343725113322028,-0.011394884732213454,0.06662105126633266,-0.0055931727719914425,0.0,0.0,0.0,0.0
10.666962623596191,0.00067351095,0.074535854,-2.9612784,0.005565964830825044,nan,nan,nan,nan,nan,nan,nan,0.6598777770996094,1.8598777770996093,0.00021076202392578125,0.040393554,0.22940062,-0.2166554,-0.13505853845838267,0.5846017372446695,-3.0,0.0,-0.565101699385749,-0.1305535114539783,0.0,-0.03208141,0.077018976,-0.0006492219,0.7321917587833968,-0.060764145587181975,0.0784221194523639,-0.006540059111265727,0.0,0.0,0.0,0.0
10.766955375671387,0.0048327735,0.10594407,-2.9838216,0.01040858846533298,nan,nan,nan,nan,nan,nan,nan,0.7598764896392822,1.9598764896392822,0.00023293495178222656,0.035452314,0.29679647,-0.22329223,-0.19084953377386044,0.5688378112065864,-3.0,0.0,-0.5498635965448337,-0.184483536383076,0.0,-0.0858124,0.084729195,-0.0017149891,0.7304987643758946,-0.09782688927862195,0.08312069065284684,-0.008013572594498471,0.0,0.0,0.0,0.0
10.867062330245972,0.00761588,0.14100444,-3.004551,0.01607292506437683,nan,nan,nan,nan,nan,nan,nan,0.8599753379821777,2.059975337982178,0.0003745555877685547,0.022140676,0.3504948,-0.22583579,-0.24491168419011297,0.5477392326163631,-3.0,0.0,-0.529468784390916,-0.2367423839476807,0.0,-0.12320921,0.086985715,-0.0037869355,0.7291181309891276,-0.12487111147972768,0.08018436019336452,-0.010835453419484366,0.0,0.0,0.0,0.0
10.967106103897095,0.008707533,0.18020697,-3.0253417,0.02175075643351978,nan,nan,nan,nan,nan,nan,nan,0.9600234031677246,2.160023403167725,0.00020694732666015625,0.0006183842,0.3918775,-0.22586639,-0.2966570396164579,0.5215310161879151,-3.0,0.0,-0.5041347720231303,-0.28676171578300313,0.0,-0.14706746,0.079548724,-0.006383613,0.7280367718692229,-0.14112262608528106,0.07162795579875482,-0.01470716891740595,0.0,0.0,0.0,0.0
